1308688385	Default Period	16777216	0	29
1308688386	Pressure - Tire #1	16777216	0	9
1308688387	Temperature - Tire #1	16777216	0	4
1308688388	Battery - Tire #1	16777216	0	31
1308688389	Mileages - Tire #1	16777216	0	8
1308688390	RSSI - Tire #1	16777216	0	38
1308688391	LQI - Tire #1	16777216	0	0
1308688392	ID - Tire #1	16777216	0	0
1308688393	Mode - Tire #1	16777216	0	0
1308688394	Pressure - Tire #2	16777216	0	9
1308688395	Temperature - Tire #2	16777216	0	4
1308688396	Battery - Tire #2	16777216	0	31
1308688397	Mileages - Tire #2	16777216	0	8
1308688398	RSSI - Tire #2	16777216	0	38
1308688399	LQI - Tire #2	16777216	0	0
1308688400	ID - Tire #2	16777216	0	0
1308688401	Mode - Tire #2	16777216	0	0
1308688402	Pressure - Tire #3	16777216	0	9
1308688403	Temperature - Tire #3	16777216	0	4
1308688404	Battery - Tire #3	16777216	0	31
1308688405	Mileages - Tire #3	16777216	0	8
1308688406	RSSI - Tire #3	16777216	0	38
1308688407	LQI - Tire #3	16777216	0	0
1308688408	ID - Tire #3	16777216	0	0
1308688409	Mode - Tire #3	16777216	0	0
1308688410	Pressure - Tire #4	16777216	0	9
1308688411	Temperature - Tire #4	16777216	0	4
1308688412	Battery - Tire #4	16777216	0	31
1308688413	Mileages - Tire #4	16777216	0	8
1308688414	RSSI - Tire #4	16777216	0	38
1308688415	LQI - Tire #4	16777216	0	0
1308688416	ID - Tire #4	16777216	0	0
1308688417	Mode - Tire #4	16777216	0	0
1308688418	Pressure - Tire #5	16777216	0	9
1308688419	Temperature - Tire #5	16777216	0	4
1308688420	Battery - Tire #5	16777216	0	31
1308688421	Mileages - Tire #5	16777216	0	8
1308688422	RSSI - Tire #5	16777216	0	38
1308688423	LQI - Tire #5	16777216	0	0
1308688424	ID - Tire #5	16777216	0	0
1308688425	Mode - Tire #5	16777216	0	0
1308688426	Pressure - Tire #6	16777216	0	9
1308688427	Temperature - Tire #6	16777216	0	4
1308688428	Battery - Tire #6	16777216	0	31
1308688429	Mileages - Tire #6	16777216	0	8
1308688430	RSSI - Tire #6	16777216	0	38
1308688431	LQI - Tire #6	16777216	0	0
1308688432	ID - Tire #6	16777216	0	0
1308688433	Mode - Tire #6	16777216	0	0
