2130771969	Parameter 1	1000	0	0
2130771970	Parameter 2	1000	0	0
2130771971	Parameter 3	1000	0	0
2130771972	Parameter 4	1000	0	0
2130771973	Parameter 5	1000	0	0
2130771974	Parameter 6	1000	0	0
2130771975	Parameter 7	1000	0	0
2130771976	Parameter 8	1000	0	0
2130771977	Parameter 9	1000	0	0
2130771978	Parameter 10	1000	0	0
2130771979	Parameter 11	1000	0	0
2130771980	Parameter 12	1000	0	0
2130771981	Parameter 13	1000	0	0
2130771982	Parameter 14	1000	0	0
2130771983	Parameter 15	1000	0	0
2130771984	Parameter 16	1000	0	0
2130771985	Parameter 17	1000	0	0
2130771986	Parameter 18	1000	0	0
2130771987	Parameter 19	1000	0	0
2130771988	Parameter 20	1000	0	0
2130771989	Parameter 21	1000	0	0
2130771990	Parameter 22	1000	0	0
2130771991	Parameter 23	1000	0	0
2130771992	Parameter 24	1000	0	0
2130771993	Parameter 25	1000	0	0
2130771994	Parameter 26	1000	0	0
2130771995	Parameter 27	1000	0	0
2130771996	Parameter 28	1000	0	0
2130771997	Parameter 29	1000	0	0
2130771998	Parameter 30	1000	0	0
2130771999	Parameter 31	1000	0	0
2130772000	Parameter 32	1000	0	0
2130772001	Parameter 33	1000	0	0
2130772002	Parameter 34	1000	0	0
2130772003	Parameter 35	1000	0	0
2130772004	Parameter 36	1000	0	0
2130772005	Parameter 37	1000	0	0
2130772006	Parameter 38	1000	0	0
2130772007	Parameter 39	1000	0	0
2130772008	Parameter 40	1000	0	0
2130772009	Parameter 41	1000	0	0
2130772010	Parameter 42	1000	0	0
2130772011	Parameter 43	1000	0	0
2130772012	Parameter 44	1000	0	0
2130772013	Parameter 45	1000	0	0
2130772014	Parameter 46	1000	0	0
2130772015	Parameter 47	1000	0	0
2130772016	Parameter 48	1000	0	0
2130772017	Parameter 49	1000	0	0
2130772018	Parameter 50	1000	0	0
2130772019	Parameter 51	1000	0	0
2130772020	Parameter 52	1000	0	0
2130772021	Parameter 53	1000	0	0
2130772022	Parameter 54	1000	0	0
2130772023	Parameter 55	1000	0	0
2130772024	Parameter 56	1000	0	0
2130772025	Parameter 57	1000	0	0
2130772026	Parameter 58	1000	0	0
2130772027	Parameter 59	1000	0	0
2130772028	Parameter 60	1000	0	0
2130772029	Parameter 61	1000	0	0
2130772030	Parameter 62	1000	0	0
2130772031	Parameter 63	1000	0	0
2130772032	Parameter 64	1000	0	0
2130772033	Parameter 65	1000	0	0
2130772034	Parameter 66	1000	0	0
2130772035	Parameter 67	1000	0	0
2130772036	Parameter 68	1000	0	0
2130772037	Parameter 69	1000	0	0
2130772038	Parameter 70	1000	0	0
2130772039	Parameter 71	1000	0	0
2130772040	Parameter 72	1000	0	0
2130772041	Parameter 73	1000	0	0
2130772042	Parameter 74	1000	0	0
2130772043	Parameter 75	1000	0	0
2130772044	Parameter 76	1000	0	0
2130772045	Parameter 77	1000	0	0
2130772046	Parameter 78	1000	0	0
2130772047	Parameter 79	1000	0	0
2130772048	Parameter 80	1000	0	0
2130772049	Parameter 81	1000	0	0
2130772050	Parameter 82	1000	0	0
2130772051	Parameter 83	1000	0	0
2130772052	Parameter 84	1000	0	0
2130772053	Parameter 85	1000	0	0
2130772054	Parameter 86	1000	0	0
2130772055	Parameter 87	1000	0	0
2130772056	Parameter 88	1000	0	0
2130772057	Parameter 89	1000	0	0
2130772058	Parameter 90	1000	0	0
2130772059	Parameter 91	1000	0	0
2130772060	Parameter 92	1000	0	0
2130772061	Parameter 93	1000	0	0
2130772062	Parameter 94	1000	0	0
2130772063	Parameter 95	1000	0	0
2130772064	Parameter 96	1000	0	0
2130772065	Parameter 97	1000	0	0
2130772066	Parameter 98	1000	0	0
2130772067	Parameter 99	1000	0	0
2130772068	Parameter 100	1000	0	0
2130772069	Parameter 101	1000	0	0
2130772070	Parameter 102	1000	0	0
2130772071	Parameter 103	1000	0	0
2130772072	Parameter 104	1000	0	0
2130772073	Parameter 105	1000	0	0
2130772074	Parameter 106	1000	0	0
2130772075	Parameter 107	1000	0	0
2130772076	Parameter 108	1000	0	0
2130772077	Parameter 109	1000	0	0
2130772078	Parameter 110	1000	0	0
2130772079	Parameter 111	1000	0	0
2130772080	Parameter 112	1000	0	0
2130772081	Parameter 113	1000	0	0
2130772082	Parameter 114	1000	0	0
2130772083	Parameter 115	1000	0	0
2130772084	Parameter 116	1000	0	0
2130772085	Parameter 117	1000	0	0
2130772086	Parameter 118	1000	0	0
2130772087	Parameter 119	1000	0	0
2130772088	Parameter 120	1000	0	0
2130772089	Parameter 121	1000	0	0
2130772090	Parameter 122	1000	0	0
2130772091	Parameter 123	1000	0	0
2130772092	Parameter 124	1000	0	0
2130772093	Parameter 125	1000	0	0
